192.168.1.102	github.com
192.168.1.102	github.com
192.168.1.102	github.com
192.168.1.102	github.com
192.168.1.107	apps.apple.com
192.168.1.107	apps.apple.com
192.168.1.108	ichef.bbci.co.uk
192.168.1.108	ichef.bbci.co.uk
192.168.1.107	itunes.apple.com
192.168.1.107	itunes.apple.com
192.168.1.108	schema.org
192.168.1.108	schema.org
192.168.1.107	www.theverge.com
192.168.1.107	www.theverge.com
192.168.1.108	www.theverge.com
192.168.1.108	www.theverge.com
192.168.1.102	www.theverge.com
192.168.1.102	www.theverge.com
192.168.1.108	techcrunch.com
192.168.1.108	techcrunch.com
192.168.1.108	techcrunch.com
192.168.1.108	techcrunch.com
192.168.1.102	schema.org
192.168.1.102	schema.org
192.168.1.102	15f0003d4dde9a0021636f6d6d616e6420284c696e7578426f742900.maliciousdns.com
192.168.1.102	055f013d4dde9abf81.maliciousdns.com
192.168.1.102	github.com
192.168.1.102	github.com
192.168.1.107	dka575ofm4ao0.cloudfront.net
192.168.1.107	dka575ofm4ao0.cloudfront.net
192.168.1.102	45c6013d4dde9abf81.maliciousdns.com
192.168.1.108	help.github.com
192.168.1.108	help.github.com
192.168.1.107	status.python.org
192.168.1.107	status.python.org
192.168.1.102	c150013d4dde9abf81.maliciousdns.com
192.168.1.107	apps.apple.com
192.168.1.107	apps.apple.com
192.168.1.102	0b62013d4dde9abf81.maliciousdns.com
192.168.1.107	itunes.apple.com
192.168.1.107	itunes.apple.com
192.168.1.102	23de013d4dde9abf81.maliciousdns.com
192.168.1.102	787d013d4dde9abf81.maliciousdns.com
192.168.1.102	2f94013d4dde9abf81.maliciousdns.com
192.168.1.102	72a2013d4dde9abf81.maliciousdns.com
192.168.1.107	artists.spotify.com
192.168.1.107	artists.spotify.com
192.168.1.102	open.spotify.com
192.168.1.102	open.spotify.com
192.168.1.107	techcrunch.com
192.168.1.107	techcrunch.com
192.168.1.102	a65b013d4dde9abf81.maliciousdns.com
192.168.1.102	www.npr.org
192.168.1.102	www.npr.org
192.168.1.102	xml2rfc.ietf.org
192.168.1.102	xml2rfc.ietf.org
192.168.1.102	xml2rfc.tools.ietf.org
192.168.1.102	xml2rfc.tools.ietf.org
192.168.1.102	3c4b013d4dde9abf81.maliciousdns.com
192.168.1.102	a6bd013d4dde9abf81.maliciousdns.com
192.168.1.102	4311013d4dde9abf81.maliciousdns.com
192.168.1.102	b845013d4dde9abf81.maliciousdns.com
192.168.1.102	cdca013d4dde9abf81.maliciousdns.com
192.168.1.108	dc.eater.com
192.168.1.108	dc.eater.com
192.168.1.102	a79e013d4dde9abf81.maliciousdns.com
192.168.1.102	600e013d4dde9abf81.maliciousdns.com
192.168.1.108	www.airequality.org
192.168.1.108	www.airequality.org
192.168.1.102	ba01013d4dde9abf81.maliciousdns.com
192.168.1.108	airequality.org
192.168.1.108	airequality.org
192.168.1.108	www.airquality.org
192.168.1.108	www.airquality.org
192.168.1.102	71a1013d4dde9abf81.maliciousdns.com
192.168.1.102	63ee013d4dde9abf81.maliciousdns.com
192.168.1.102	www.w3.org
192.168.1.102	www.w3.org
192.168.1.102	www.w3.org
192.168.1.102	www.w3.org
192.168.1.102	b4d6013d4dde9abf81.maliciousdns.com
192.168.1.107	www.nuadverteren.nl
192.168.1.107	www.nuadverteren.nl
192.168.1.102	89ee013d4dde9abf81.maliciousdns.com
192.168.1.102	7363013d4dde9abf920000000480010003.maliciousdns.com
192.168.1.102	4701013d4ddea2bf92.maliciousdns.com
192.168.1.108	techcrunch.com
192.168.1.108	techcrunch.com
192.168.1.108	techcrunch.com
192.168.1.108	techcrunch.com
192.168.1.102	5a9d013d4ddea2bf92.maliciousdns.com
192.168.1.102	94aa013d4ddea2bf92.maliciousdns.com
192.168.1.102	5bd2013d4ddea2bf92.maliciousdns.com
192.168.1.102	df5e013d4ddea2bf92.maliciousdns.com
192.168.1.102	a494013d4ddea2bf92.maliciousdns.com
192.168.1.102	f3ba002807fc490001736820284c696e7578426f742900.maliciousdns.com
192.168.1.102	68e7013d4ddea2bfa000000006800200012807.maliciousdns.com
192.168.1.102	84d1012807fc49a441.maliciousdns.com
192.168.1.102	63cc013d4ddeacbfa0.maliciousdns.com
